YEAR	FOCAL_DEPTH	EQ_PRIMARY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DAMAGE_MILLIONS_DOLLARS	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED
2003	41	5.2	IRAN		"IRAN:  NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ"	35.476	60.784	140					
2003	10	7.6	INDIAN OCEAN		INDIAN OCEAN:  FELT IN MALDIVES	-2.598	68.382	60					
2003	10	5.8	CHINA		CHINA:  S. XINJIANG:  YOPURGA	39.43	77.219	40	1		1600	4	
2003	11	6.3	CHINA		CHINA:  S. XINJIANG:  BACHU	39.61	77.23	40	261		71000	4	
2003	10	5.4	CHINA		CHINA:  S. XINJIANG:  BACHU	39.483	77.393	40	5				
2003	10	6	CHINA		CHINA:  XINJIANG:  ZHAOSU	42.905	80.515	40	11		769	3	
2003	24	5.3	CHINA		CHINA:  N. XINJIANG:  URUMQI	43.897	85.923	40					
2003	10	6.7	RUSSIA		"RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK"	50.211	87.721	40					
2003	16	7.3	RUSSIA		"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO"	50.038	87.813	40	3	10.6	300	3	
2003	10	4.4	RUSSIA		RUSSIA:  KOSH-AGACH	50	87.89	40					
2003	47	5.5	BHUTAN		BHUTAN:  PHUENTSHOLING	27.264	89.331	60					
2003	10	5.7	BANGLADESH		BANGLADESH:  RANGAMATI	22.854	92.306	60	2		500	3	
2003	33	5.5	CHINA		"CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI"	29.573	95.605	40					
2003	10	6.6	MYANMAR (BURMA)		MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK	19.917	95.672	60					
2003	14	6.4	CHINA		CHINA:  QINGHAI PROVINCE:  DELINGHA	37.529	96.476	30			45	1	45
2003	10	5.8	CHINA		"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN"	38.4	100.951	30	9	40	10000	4	
2003	33	5.6	CHINA		CHINA:  YUNNAN PROVINCE:  DAYAO	25.954	101.254	30	3		12000	4	12000
2003	10	5.9	CHINA		CHINA:  YUNNAN PROVINCE	25.975	101.29	30	16	75	264878	4	264878
2003	33	4.7	CHINA		CHINA:  YUNNAN PROVINCE:  LUDIAN	27.283	103.753	30			2000	4	2000
2003	10	5.1	CHINA		"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN"	34.712	103.834	30	1		10	1	
2003	33	5.6	CHINA		"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG"	27.372	103.971	30	4		600	3	600
2003	33	4.6	INDONESIA		"INDONESIA:  JAVA:  CARACAS, CILIMUS, SAMPORA"	-6.983	108.468	170					
2003	33	5.5	INDONESIA		INDONESIA:  SUMBAWA ISLAND:  DOMPU	-8.807	118.524	170					500
2003	24	5.4	CHINA		"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN"	43.77	119.643	30	4		7900	3	
2003	33	4.9	INDONESIA		"INDONESIA:  FLORES, RUTENG"	-8.137	120.524	170					
2003	33	6.5	INDONESIA		INDONESIA:  FLORES:  REO	-8.294	120.743	170	4				
2003	10	6.8	TAIWAN		"TAIWAN:  T'AI-TUNG, KAO-HSIUN"	23.039	121.362	30					
2003	10	5.8	PHILIPPINES		PHILIPPINES: LUZON:  DIMASALANG	12.171	123.921	170					
2003	10	6.3	PHILIPPINES		"PHILIPPINES: MASBATE, DIMASALANG"	12.168	124.079	170					
2003	35	6.5	PHILIPPINES		PHILIPPINES:  SAMAR:  CAN-AVID	12.025	125.416	170	1		1	1	
2003	10	6	INDONESIA		INDONESIA:  HALMAHERA:  WASILE	1.142	128.152	170					200
2003	31	7	INDONESIA		"INDONESIA:  MOROTAI, BEREBERE, DARUBA"	2.354	128.855	170	1		28	1	20
2003	78	5.2	JAPAN		JAPAN:  NEAR S COAST HONSHU:  ATSUGI	35.457	139.871	30					
2003	52	5.7	JAPAN		JAPAN:  HONSHU:  TOKYO	34.998	140.172	30					
2003	10	5.5	JAPAN		"JAPAN:  HONSHU:  MIYAGI, IWATE"	38.432	141.003	30		411			1025
2003	68	7	JAPAN		"JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA"	38.849	141.568	30		233			720
2003	10	7	JAPAN		JAPAN:  EAST COAST HONSHU	37.812	142.619	30					
2003	27	8.3	JAPAN		JAPAN:  HOKKAIDO	41.815	143.91	30		90			
2003	33	7.3	SOLOMON ISLANDS		"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL"	-10.491	160.77	170					
2003	28	7.2	NEW ZEALAND		"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND"	-45.104	167.144	170					
2003	10	6.1	NEW CALEDONIA		NEW CALEDONIA:  LOYALTY ISLANDS	-22.107	169.35	170					
2003	32	4.8	NEW ZEALAND		NEW ZEALAND:  CHRISTCHURCH	-43.34	173.04	170					
2003	33	7.8	USA	AK	ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS	51.146	178.65	150					
2004	10	6.6	CANADA	BC	CANADA:  VANCOUVER ISLAND	49.277	-128.772	150					
2004	9	6	USA	CA	"CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL"	35.819	-120.364	150					
2004	29	6.1	MEXICO		"MEXICO:  GUERRERO, MEXICO CITY"	17.488	-101.303	150					
2004	87	5.6	NICARAGUA		"NICARAGUA:  CHINANDEGA, LEON"	11.989	-86.52	100					
2004	16	6.4	COSTA RICA		"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS"	9.602	-84.172	100	8		526	3	
2004	29	6.1	PANAMA		PANAMA-COSTA RICA:  CHIRIQUI	8.358	-82.877	100					
2004	15	7.2	COLOMBIA		"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO"	4.695	-77.508	160			154	3	
2004	21	6.6	CHILE		CHILE: CANETE	-37.695	-73.406	160					
2004	38	5.9	CHILE		"CHILE: CARAHUE, IMPERIAL, TEMUCO"	-38.854	-73.155	160					
2004	22	6.1	ARGENTINA		ARGENTINA: CATAMARCA	-28.573	-65.84	160	1			2	
2004	14	6.3	GUADELOUPE		"GUADELOUPE:  BASSE-TERRE, LES SAINTES"	15.679	-61.706	90	1			3	
2004	49	5.8	TRINIDAD AND TOBAGO		TRINIDAD:  MAYARO	10.49	-61.48	90					
2004	0	6.4	MOROCCO		"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH"	35.142	-3.997	15	628	400	2539	4	
2004	10	4.4	ALGERIA		"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES"	36.852	3.418	15					
2004	10	4.5	ALGERIA		ALGERIA:  ZEMMOURI	36.865	3.421	15					
2004	10	4.5	ALGERIA		ALGERIA:  BOUMERDAS	36.848	3.448	15					
2004	10	4.8	GERMANY		"GERMANY:  EMMENDINGEN, FREIBURG IM BREISGAU"	48.115	8.077	120					
2004	17	5.1	ITALY		ITALY:  NORTHERN:  BRESCIA	45.626	10.559	130				3	
2004	8	5.2	SLOVENIA		"SLOVENIA: BOVEC, KOBARID"	46.296	13.641	130	1			1	
2004	5	2.2	SLOVAKIA		SLOVAKIA:  SLOVENSKO L'UPCA	48.758	19.217	110					
2004	10	4.8	POLAND		"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK"	54.841	19.912	120					
2004	9	5.2	GREECE		GREECE:  SOUTHERN:  KALAMATA	37.136	22.116	130					
2004	74	5.2	GREECE		GREECE:  CRETE:  ANTIKYTHIRA	35.945	23.115	130					
2004	96	5.8	ROMANIA		"ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN"	45.787	26.622	110					
2004	10	5.6	TURKEY		TURKEY:  BODRUM	36.833	27.815	140					
2004	5	5.4	TURKEY		TURKEY:  MARMARIS	37.042	28.206	140					
2004	10	4.7	BURUNDI		BURUNDI:  RUYAGA	-3.393	29.558	10	3		24	1	
2004	27	5.3	JORDAN		"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA"	31.675	35.551	140					
2004	10	4.6	SAUDI ARABIA		SAUDI ARABIA: WESTERN	27.836	36.905	140					
2004	7	5.7	TURKEY		"TURKEY:  ELAZIG, SIVRICE"	38.377	39.261	140	1				
2004		5.6	TURKEY		TURKEY:  ERZURUM	39.93	40.812	140	10		45	1	45
2004	5	5.6	TURKEY		TURKEY:  ASKALE	39.847	40.874	140			50	1	50
2004	5	4	TURKEY		TURKEY:  DOGUBEYAZIT	39.634	43.966	140	1				
2004	5	5.1	TURKEY		TURKEY:  DOGUBEYAZIT	39.766	43.979	140	18				
2004	36	5	IRAN		"IRAN:  KHORRAMABAD, POL-E DOKHTAR"	33.297	47.977	140				1	
2004	37	4.8	IRAN		IRAN:  W	32.023	48.836	140					
2004	67	5	IRAN		IRAN:  KAZERUN	29.881	51.474	140			4	1	4
2004	17	6.3	IRAN		"IRAN:  MAZANDARAN, QAZVIN, TEHRAN"	36.29	51.61	140	35	165			
2004	12	5.2	IRAN		IRAN:  SOUTHERN:  FIRUZABAD	27.695	52.397	140					
2004	35	5.6	IRAN		IRAN:  GOLESTAN	37.125	54.477	140					
2004		4.6	AFGHANISTAN		AFGHANISTAN: HERAT	34.89	61.852	40					
2004	10	4.5	PAKISTAN		PAKISTAN:  QUETTA	30.126	67.121	60	1				
2004	10	5.2	AFGHANISTAN		AFGHANISTAN: PAKTIA PROVINCE	33.426	69.524	40	2			3	
2004	187	6.5	AFGHANISTAN		"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN"	36.512	71.029	40	3				
2004	11	5.4	PAKISTAN		"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA"	34.774	73.216	60	24		1420	4	1420
2004	35	5.4	INDIA		"INDIA:  HAILAKANDI, CACHAR"	24.757	92.539	60					
2004	30	9.1	INDONESIA		INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST	3.316	95.854	170	1001	10000		3	
2004	14	5.4	CHINA		CHINA:  QINGHAI PROVINCE:  DELINGHA	37.506	96.758	30					
2004	30	4.4	CHINA		CHINA:  YUNNAN PROVINCE:  BAOSHAN	25.073	99.169	30			20000	4	20000
2004	42	6	INDONESIA		INDONESIA:  SUMATRA:  PESISIR SELATAN	-1.559	100.488	170					
2004	66	5.4	INDONESIA		INDONESIA:  SUMATRA:  PADANG	-1.549	100.54	170					
2004	56	5.1	INDONESIA		INDONESIA:  SUMATRA:  PADANGPANJANG	-0.466	100.655	170	5				
2004	10	5.2	CHINA		CHINA:  GANSU PROVINCE	34.682	103.781	30			600	3	
2004	6	5.4	CHINA		CHINA:  YUNNAN PROVINCE:  LUDIAN	27.266	103.873	30	4	50	18556	4	65601
2004	96	5.5	INDONESIA		INDONESIA:  BALI	-8.669	114.65	170					
2004	45	5.8	INDONESIA		"INDONESIA:  BALI, LOMBOK"	-8.31	115.788	170	1	12	6000	4	
2004	19	5.4	CHINA		"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI"	45.382	118.256	30		74	38000	4	
2004	45	5.2	TAIWAN		TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK	24.081	121.611	30	2				
2004	94	6.6	TAIWAN		TAIWAN:  T'AO-YUAN	24.53	122.694	30					
2004	66	6.7	INDONESIA		INDONESIA:  TIMOR: KUPANG	-9.362	122.839	170					
2004	35	4.1	PHILIPPINES		PHILIPPINES:  BOHOL ISLAND:  TUBIGON	9.926	124.038	170					
2004	10	7.5	INDONESIA		INDONESIA:  KEPULAUAN ALOR	-8.152	124.868	170	34		781	3	16712
2004	17	6.7	INDONESIA		INDONESIA:  SERAM	-3.12	127.4	170					
2004	10	7.3	INDONESIA		INDONESIA:  NABIRE	-4.003	135.023	170					
2004	10	7.1	INDONESIA		INDONESIA:  NABIRE	-3.609	135.404	170	32	55	328	3	
2004	17	7	INDONESIA		INDONESIA:  NABIRE	-3.615	135.538	170	37	1	2678	4	
2004	14	7.2	JAPAN		JAPAN:  HONSHU:  W COAST: KYOTO	33.07	136.618	30					
2004	10	7.4	JAPAN		"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI"	33.184	137.071	30					
2004	16	6.6	JAPAN		JAPAN:  HONSHU:  NIIGATA PREFECTURE	37.226	138.779	30	40	28000	6000	4	
2004	10	5.5	JAPAN		JAPAN:  HONSHU:  NIIGATA PREFECTURE	37.396	138.862	30					
2004	14	5.9	JAPAN		JAPAN:  HONSHU:  NIIGATA PREFECTURE	37.284	138.885	30			1	1	
2004	10	5.8	JAPAN		"JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE"	44.119	141.793	30					
2004	14	4.9	RUSSIA		"RUSSIA:  SAKHALIN, YUZHNO, SAKHALINSK"	47.311	142.12	50					46
2004	39	7	JAPAN		"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO"	43.006	145.119	30					
2004	35	6.8	JAPAN		JAPAN:  HOKKAIDO:  KUSHIRO	42.9	145.228	30					
2004	10	8.1	AUSTRALIA	TAS	AUSTRALIA:  MACQUARIE ISLAND	-49.312	161.345	170					
2004	10	7.1	NEW ZEALAND		"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO"	-46.676	164.721	170					
2004	5	5.4	NEW ZEALAND		"NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA"	-38	176.51	170	1				5
2005	10	7.2	USA	CA	CALIFORNIA:  OFF COAST NORTHERN	41.301	-125.97	150					
2005	13	5.6	USA	MT	"MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES"	45.365	-112.615	150					
2005	17	6.1	ECUADOR		"ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO"	-1.364	-80.785	160				2	
2005	40	5.4	PERU		PERU:  N	-5.852	-78.704	160			20	1	
2005	35	4.8	ECUADOR		ECUADOR:  BAEZA	-0.507	-77.745	160					
2005	115	7.5	PERU		"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA"	-5.678	-76.398	160	5			3	
2005	20	5.3	PERU		PERU:  MOQUEGUA	-16.635	-70.794	160			300	3	
2005	116	7.7	CHILE		CHILE:  TARAPACA	-19.987	-69.197	160	11		544	3	
2005	11	5.8	CHILE		CHILE:  TARAPACA	-19.78	-68.98	160					
2005	12	5.8	GUADELOUPE		GUADELOUPE	15.775	-61.744	90					
2005	5	4.4	SPAIN		"SPAIN:  LA PACA, ZARCILLA DE RAMOS"	37.91	-1.82	130					
2005	4	5.2	ALBANIA		ALBANIA:  TROPOJE	42.389	19.812	130				1	
2005	10	5.9	TURKEY		TURKEY:  IZMIR	38.152	26.751	140	1			2	
2005	14	4.3	TURKEY		TURKEY:  AKHISAR	38.804	26.783	140					
2005	5	4.3	SOUTH AFRICA		"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN"	-26.913	26.789	10	2				
2005	22	6.8	CONGO		CONGO:  KALEMIE	-6.224	29.83	10	6		300	3	
2005	5	5.3	TURKEY		"TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI"	39.437	33.089	140					
2005	9	4.4	TURKEY		TURKEY:  DOGANYOL	38.26	38.814	140					
2005	12	5.6	ETHIOPIA		ETHIOPIA:  DABBAHU	12.471	40.634	10					
2005	5	5.8	TURKEY		TURKEY:  EASTERN:  BINGOL PROVINCE	39.354	40.89	140				2	
2005	11	5.6	TURKEY		"TURKEY:  CAT, KARLIOVA"	39.44	40.978	140					
2005	41	5.9	TURKEY		TURKEY:  HAKKARI	37.622	43.703	140	2				
2005	10	5.1	IRAN		IRAN:  FIRUZABAD	28.85	52.56	140					
2005	32	5.4	IRAN		IRAN:  GORGAN	37.103	54.574	140					
2005	10	6	IRAN		"IRAN:  QESHM, ZIRANG"	26.774	55.858	140	13				
2005	14	6.4	IRAN		IRAN:  KERMAN PROVINCE:  ZARAND	30.754	56.816	140	612		8000	4	8000
2005	54	6	IRAN		IRAN:  SARAVAN	27.095	61.887	140					
2005	52	4.9	PAKISTAN		PAKISTAN:  QUETTA	30.378	68.038	60					
2005	225	6.5	AFGHANISTAN		"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN"	36.357	71.093	40	5		100	2	100
2005	26	7.6	PAKISTAN		"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA"	34.539	73.588	60	76213	6680		3	
2005	10	4.3	INDIA		INDIA:  MAHARASHTRA:  DHEBEWADI	17.072	73.668	60					
2005	10	4.9	INDIA		"INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA"	17.145	73.73	60					
2005	10	4.7	INDIA		"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE"	17.067	73.773	60					
2005	35	4.4	INDIA		INDIA:  MAHARASHTRA	17.398	74.118	60					
2005	43	4.4	INDIA		INDIA:  UTTARANCHAL:  UTTARKAHI	30.924	78.56	60				1	
2005	44	5.3	INDIA		"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG"	30.476	79.255	60	1		1	1	1
2005	22	6.1	CHINA		CHINA:  XINJIANG PROVINCE:  WUSHI	41.728	79.44	40			6000	4	
2005	16	7.2	INDIA		"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS"	7.92	92.19	60				1	
2005	35	5.1	INDIA		INDIA:  KHASPUR	24.55	92.524	60					
2005	21	6.7	INDONESIA		INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI	1.819	97.082	60					
2005	30	8.6	INDONESIA		INDONESIA:  SUMATERA:  SW	2.085	97.108	170	1303		300	3	300
2005	19	6.7	INDONESIA		INDONESIA:  PADANG	-1.644	99.607	60					
2005	12	4.8	CHINA		CHINA:  YUNNAN PROVINCE:  SIMAO	22.526	100.709	30					
2005	42	4.8	CHINA		CHINA:  YUNNAN PROVINCE:  HUIZE	26.569	103.036	30			3700	4	3700
2005	10	4.5	CHINA		CHINA:  YUNNAN PROVINCE:  WENSHAN	23.627	104.103	30				2	
2005	10	4.2	CHINA		CHINA:  GUANGXI PROVINCE	23.604	107.798	30	1			1	
2005	15	4.8	INDONESIA		INDONESIA:  JAVA:  GARUT	-7.037	107.819	60	1			2	
2005	10	4.5	VIETNAM		VIETNAM:  HO CHI MINH CITY	9.985	108.383	60					
2005	10	5.2	CHINA		"CHINA:  JIANGXI:  JIUJIANG, RUICHANG"	29.695	115.689	30	16		150000	4	
2005	11	6.3	INDONESIA		INDONESIA:  SULAWESI:  PALU	-1.198	119.933	170	1				
2005	32	5.9	INDONESIA		INDONESIA:  SULAWESI:  DONGGALA	-1.174	119.963	170			6	1	6
2005	10	5.3	INDONESIA		INDONESIA:  TIMOR:  TIMOR TENGAH UTARA	-9.948	124.48	170				1	
2005	48	4.7	CHINA		CHINA:  DAQING	46.827	125.058	30	1				
2005	10	6.6	JAPAN		"JAPAN:  KYUSHU:  FUKUOKA, GENKAI"	33.807	130.131	30	1		65	2	
2005	61	5.9	JAPAN		JAPAN:  HONSHU:  TOKYO	35.498	139.982	30			1	1	
2005	28	6.6	JAPAN		JAPAN:  EAST COAST HONSHU	34.064	141.491	30					
2005	36	7.2	JAPAN		JAPAN:  EAST COAST HONSHU	38.276	142.039	30			1	1	
2005	11	7	JAPAN		JAPAN:  EAST COAST HONSHU	38.107	144.896	30					
2005	90	7.7	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND	-4.539	153.474	170					
2005	39	5.3	NEW ZEALAND		NEW ZEALAND:  NORTH ISLAND	-41.223	175.21	170					
2006	55	7.9	TONGA		TONGA ISLANDS	-20.187	-174.123	170					
2006	28	6.9	SAMOA		SAMOA ISLANDS	-16.592	-172.033	170					
2006	39	6.7	USA	HI	HAWAIIAN ISLANDS	19.878	-155.935	150		73			
2006	14	5.8	MEXICO		GULF OF MEXICO	26.319	-86.606	90					
2006		4.5	PANAMA		PANAMA:  BOQUETE	8.898	-82.543	100					
2006	23	6.7	PERU		PERU:  CENTRAL	-13.457	-76.677	160					
2006	22	5.6	ARGENTINA		ARGENTINA:  MENDOZA	-33.131	-68.707	160					
2006	52	5.5	TRINIDAD AND TOBAGO		TRINIDAD:  GASPARILLO	10.814	-61.758	90	1				
2006	53	6.1	TRINIDAD AND TOBAGO		TRINIDAD:  PORT-OF-SPAIN	10.876	-61.756	90			1	1	
2006	5	4.3	FRANCE		FRANCE	45.84	-0.14	120					
2006	10	4.7	FRANCE		FRANCE:  PYRENEES	42.99	-0.05	120					
2006	10	4.9	ALGERIA		ALGERIA:  NORTHERN	36.623	5.328	15	4		62	2	62
2006	5	3.9	SWITZERLAND		SWITZERLAND:  BASEL	47.58	7.6	120					
2006	5	4.1	HUNGARY		HUNGARY:  BUDAPEST	47.449	19.343	110				1	
2006	10	4.5	ALBANIA		ALBANIA:  TEPELENE	40.27	19.96	130			12	1	
2006	18	5.5	GREECE		GREECE:  ZAKYNTHOS	37.64	20.92	130					
2006	10	4.8	HUNGARY		HUNGARY:  BEREGDAROC	48.195	22.46	110					
2006	66	6.7	GREECE		GREECE:  SOUTHERN	36.311	23.212	130				1	
2006	10	4.6	BULGARIA		GREECE-BULGARIA BORDER REGION	41.708	25.544	110				1	
2006	11	7	MOZAMBIQUE		MOZAMBIQUE	-21.324	33.583	10	4		294	3	
2006	10	3.8	MALAWI		MALAWI:  SALIMA	-14.52	34.28	10					
2006	10	4.1	TURKEY		TURKEY:  HAKKARI	37.605	43.787	140					
2006	7	6.1	IRAN		"IRAN:  WESTERN:  BORUJERD, DORUD"	33.5	48.78	140	70			3	
2006	18	5.9	IRAN		IRAN:  SOUTHERN	27.574	55.685	140	1				
2006	5	5.1	IRAN		IRAN:  SOUTHERN:  QESHM	26.759	55.843	140	2			2	
2006	14	4.1	IRAN		IRAN:  ZARAND	30.79	56.7	140				1	
2006	18	6	IRAN		IRAN:  SOUTHERN	28.12	56.865	140				3	
2006	34	5.6	TAJIKISTAN		TAJIKISTAN:  PANJ-QUMSANGIR	37.255	68.828	40	3		721	3	721
2006	10	4.7	TAJIKISTAN		TAJIKISTAN:  DUSHANBE (STALINABAD)	38.246	69.22	40					
2006	10	5.5	INDIA		INDIA:  GUJARAT	23.322	70.477	60					
2006	10	5.5	INDIA		INDIA:  GUJARAT	23.777	70.899	60				1	
2006	10	4.8	PAKISTAN		PAKISTAN:  BATGRAM	34.6	73.136	60				2	
2006	10	4.9	PAKISTAN		PAKISTAN:  MIRPUR DISTRICT	33.129	73.887	60	1				
2006	10	4.2	INDIA		INDIA:  RAJASTHAN	26.88	76.15	60					
2006	12	5.8	KYRGYZSTAN		KYRGYZSTAN:  KOCHKOR	42.156	76.163	40			2410	4	
2006	20	4.7	CHINA		CHINA:  XINJIANG PROVINCE:  NORTH	44.229	83.524	40			60	2	
2006	30	5.3	INDIA		INDIA:  SIKKIM	27.382	88.388	60	2				
2006	33	5.7	CHINA		CHINA:  TIBET (XIZANG PROVINCE)	31.607	90.413	40				2	
2006	10	5.8	BHUTAN		BHUTAN:  TASHIGANG	26.912	91.705	60			126	3	126
2006	30	5	INDONESIA		INDONESIA:  N. SUMATRA: TAPAKTUAN	3.462	97.224	170					
2006	10	4.6	THAILAND		THAILAND:  MAE RIM	18.901	98.916	60			5	1	
2006	30	5.8	INDONESIA		"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI"	0.626	99.859	170	7		680	3	
2006	56	4.9	CHINA		CHINA:  YANJIN	27.995	104.138	30	22				
2006	22	4.6	CHINA		CHINA:  SICHUAN PROVINCE	28.012	104.151	30	1				
2006	24	4.5	CHINA		CHINA:  GANSU PROVINCE	33.068	104.95	30				1	
2006	17	5.5	INDONESIA		INDONESIA:  SUMATRA:  KALIANDAK	-5.575	105.395	170				2	
2006	34	7.7	INDONESIA		INDONESIA:  JAVA	-9.254	107.411	170					
2006	13	6.3	INDONESIA		"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA"	-7.961	110.446	60	5749	3100	127000	4	127000
2006	10	4.5	CHINA		CHINA:  HUBEI	31.56	113.21	30					
2006	43	6.3	INDONESIA		INDONESIA:  SUMABAWA:  BIMA	-8.251	118.777	170	1		20	1	
2006	31	5.2	INDONESIA		INDONESIA:  SULAWESI: PINRANG	-3.728	119.233	170					
2006	10	4.7	CHINA		CHINA:  NEI MONGOL	43.469	119.558	30			55886	4	
2006	10	7	TAIWAN		TAIWAN:  PINGTUNG	21.799	120.547	30	2			2	
2006	9	6.2	TAIWAN		TAIWAN:  T'AIT-TUNG	22.868	121.278	30				2	
2006	10	4.9	CHINA		"CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN"	44.624	124.122	30				2	
2006	30	6.7	INDONESIA		INDONESIA:  SERAM	-3.595	127.214	170			241	3	
2006	397	7.6	INDONESIA		INDONESIA:  BANDA SEA	-5.473	128.131	170					
2006	39	6.2	INDONESIA		INDONESIA:  HALMAHERA:  MOROTAI	2.52	128.283	170			50	1	
2006	140	6.3	JAPAN		JAPAN:  KYUSHU	33.129	131.141	30					
2006	10	8.3	RUSSIA		RUSSIA:  KURIL ISLANDS	46.592	153.266	50					
2006	22	7.6	RUSSIA		RUSSIA:  KORYAKSKIY	60.949	167.089	50		55		3	
2007	21	6.7	USA	AK	ALASKA:  ALEUTIAN ISLANDS	51.307	-179.971	150					
2007	153	7.8	KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	-25.996	-177.514	170					
2007	5	4.2	USA	CA	CALIFORNIA:  MONTCLAIR	37.804	-122.193	150					
2007	10	5.6	USA	CA	CALIFORNIA:  SAN JOSE	37.434	-121.774	150					
2007	14	4.5	USA	MT	MONTANA:  SHERIDAN	45.394	-112.13	150					
2007	2	4.2	USA	UT	UTAH:  HUNTINGTON	39.465	-111.237	150	9				
2007	0	1.6	USA	UT	UTAH	39.464	-111.207	150	3				
2007	34	6	MEXICO		"MEXICO:  GUERRERO, ATOYAC"	17.302	-100.198	150			2	1	
2007	23	6.7	GUATEMALA		GUATEMALA:  GUATEMALA CITY	13.554	-90.618	100				2	
2007	50	4.5	ECUADOR		ECUADOR:  ZARUMA	-3.987	-79.836	160					
2007	31	6.8	COLOMBIA		"COLOMBIA:  NARINO, EL CHARCO, ISCUANDE, LA TOLA"	2.982	-77.967	160			35	1	
2007	123	6.8	ECUADOR		PERU-ECUADOR:  GUAYAQUIL	-2.312	-77.838	160					
2007	39	8	PERU		"PERU:  ICA, PISCO, LIMA"	-13.386	-76.603	160	514		39700	4	
2007	43	5	COLOMBIA		"COLOMBIA:  CAUCA, SOTARA, PURACE,"	2.082	-76.495	160			9	1	
2007	37	6.2	CHILE		CHILE:  SOUTHERN	-45.243	-72.648	160	2				2
2007	25	5.9	CHILE		"CHILE:  OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO"	-32.689	-71.695	160				1	
2007	40	7.7	CHILE		"CHILE:  TOCOPILLA, MARIA ELENA"	-22.247	-69.89	160	2			4	
2007	156	7.4	MARTINIQUE		MARTINIQUE	14.944	-61.274	90	1				
2007	10	4.6	BRAZIL		BRAZIL:  MINAS GERAIS	-15.048	-44.231	160	1		76	2	
2007	10	4.6	UK		UNITED KINGDOM:  ENGLAND:  FOLKESTONE	51.085	1.009	120					
2007	14	4.5	ALBANIA		ALBANIA:  TIRANA	41.172	19.897	130				1	
2007	15	5.8	GREECE		"GREECE:  ARGOSTOLION, KEFALLINIA"	38.34	20.42	130				1	
2007	8	5.6	TURKEY		TURKEY:  CENTRAL:  ANKARA	39.446	33.162	140			2214	4	2214
